miasto,lat,lng,populatio
Przysucha,51.3524,20.6264,12027
Wólka,51.28072,22.68435,12024
Gierałtowice,50.2253,18.7304,12009
Puławy,51.4592,21.8968,11996
Baranów Sandomierski,50.4937,21.5371,11980
Czaplinek,53.5579,16.23264,11968
Wielka Wieś,50.15488,19.82725,11956
Pleśna,49.91529,20.90608,11946
Wola Krzysztoporska,51.34862,19.56675,11921
Bobrowniki,50.37996,18.98506,11921
Tyczyn,49.9628,22.0257,11916
Lipno,52.8132,19.135,11914
Połaniec,50.43313,21.28344,11901
Przecław,50.1884,21.4483,11898
Kuźnia Raciborska,50.2136,18.3266,11894
Raszków,51.7226,17.722,11893
Koszęcin,50.63117,18.84172,11878
Opatów,50.8061,21.4234,11869
Stryszawa,49.72822,19.47177,11843
Czudec,49.9341,21.8034,11843
Pilchowice,50.2185,18.5644,11838
Niedrzwica Duża,51.1112,22.3926,11829
Biała Piska,53.6114,22.0648,11827
Stara Biała,52.60586,19.64896,11809
Aleksandrów Kujawski,52.8656,18.6652,11799
Bychawa,51.0172,22.5348,11761
Nowa Ruda,50.59028,16.56579,11755
Małkinia Górna,52.69366,22.0269,11740
Inowrocław,52.79456,18.33964,11740
Strzelno,52.62931,18.17225,11724
Czarna,50.1131,22.1718,11715
Wiązownica,50.1174,22.7975,11705
Pajęczno,51.1357,18.9979,11696
Ryglice,49.8775,21.1416,11684
Bestwina,49.90061,19.0575,11683
Celestynów,52.04089,21.39759,11662
Dąbrowa Białostocka,53.6482,23.3289,11659
Bodzentyn,50.9456,20.9587,11632
Lubartów,51.4691,22.6421,11627
Małogoszcz,50.8134,20.2647,11626
Zblewo,53.93416,18.32674,11618
Gniezno,52.5687,17.6302,11614
Mszczonów,51.9771,20.5321,11603
Muszyna,49.35454,20.89565,11599
Jastrowie,53.4076,16.7887,11592
Poronin,49.29563,20.07285,11581
Brześć Kujawski,52.6045,18.9008,11541
Gmina Dywity,53.83333,20.47517,11533
Dobrcz,53.2703,18.1633,11515
Ełk,53.82908,22.24587,11495
Czarna Białostocka,53.3023,23.2678,11490
Kowalewo Pomorskie,53.1572,18.8875,11487
Czempiń,52.1398,16.7625,11476
Kazimierz Biskupi,52.306,18.1371,11467
Zawadzkie,50.6079,18.4483,11464
Teresin,52.18782,20.39586,11453
Radymno,49.95228,22.93502,11448
Kadzidło,53.2499,21.4663,11442
Lesko,49.4684,22.3257,11439
Biała Rawska,51.7984,20.4738,11427
Czarnków,52.938,16.5541,11422
Tarczyn,51.9849,20.832,11415
Szczebrzeszyn,50.7017,22.9508,11395
Miedziana Góra,50.9509,20.5583,11381
Kwidzyn,53.7693,18.9799,11374
Tomaszów Lubelski,50.44799,23.49226,11373
Krzyżanowice,49.98147,18.26623,11362
Chmielnik,50.6115,20.7486,11362
Bełchatów,51.33707,19.4356,11283
Puck,54.7142,18.4051,11265
Ciężkowice,49.7865,20.9887,11257
Buczkowice,49.7247,19.0871,11250
Rzezawa,50.0179,20.5456,11239
Brenna,49.7253,18.903,11230
Lipsko,51.163,21.6485,11213
Korczyna,49.73039,21.82602,11179
Kramsk,52.2652,18.4072,11135
Krasne,50.05196,22.08913,11123
Jordanów,49.68023,19.81413,11107
Wisła,49.6358,18.9109,11106
Kowary,50.7786,15.8427,11090
Tomaszów Mazowiecki,51.49737,20.01198,11068
Lubawka,50.6985,16.0064,11052
Gąbin,52.4012,19.7308,11045
Trąbki Wielkie,54.1625,18.4982,11043
Kietrz,50.0808,18.0126,11043
Człuchów,53.6782,17.3222,11038
Szaflary,49.41759,19.99328,11000
Pcim,49.7693,19.9258,10999
Nowe Miasto Lubawskie,53.42263,19.5924,10997
Pilawa,51.9612,21.5323,10981
Pysznica,50.5988,22.1544,10964
Brody,51.0317,21.2421,10950
Iwonicz-Zdrój,49.563,21.7851,10945
Łososina Dolna,49.75066,20.63301,10944
Łomża,53.1452,22.1127,10938
Poraj,50.67677,19.21526,10925
Jerzmanowice-Przeginia,50.21322,19.74878,10917
Bartoszyce,54.24382,20.67675,10884
Łosice,52.1959,22.7198,10884
Opatówek,51.7447,18.225,10856
Ożarów,50.8863,21.6667,10856
Zaleszany,50.64365,21.95072,10852
Błażowa,49.8865,22.1019,10852
Masłów,50.9065,20.7183,10819
Głusk,51.1419,22.4824,10813
Wierzchosławice,50.02223,20.83554,10808
Prażmów,51.96303,21.01083,10804
Hażlach,49.8104,18.6452,10802
Kołobrzeg,54.1291,15.514,10795
Mstów,50.82979,19.28452,10785
Czarnków,52.90121,16.55179,10784
Konopiska,50.72602,19.00875,10775
Krokowa,54.76275,18.10419,10760
Lubawa,53.525,19.776,10759
Sochaczew,52.24231,20.21738,10757
Lipowa,49.67618,19.09295,10719
Piątnica,53.2158,22.1503,10689
Piwniczna-Zdrój,49.4325,20.6721,10676
Kłaj,50.01339,20.29847,10674
Strawczyn,50.9427,20.4194,10674
Rudziniec,50.3729,18.4806,10655
Tuliszków,52.0741,18.2753,10654
Krasocin,50.89004,20.11906,10650
Biała,50.3839,17.6703,10647
Olszewo-Borki,53.0646,21.3947,10625
Gołuchów,51.834,17.9349,10618
Bolków,50.9206,16.1005,10611
Izabelin,52.3151,20.78223,10592
Ciechocinek,52.8843,18.7949,10586
Żórawina,50.9674,17.0494,10583
Piaski,51.1279,22.8373,10580
Przemyśl,49.73366,22.77896,10571
Rzekuń,53.05309,21.6306,10569
Drzewica,51.4464,20.4712,10559
Sieradz,51.58486,18.8248,10558
Somonino,54.2452,18.2155,10527
Międzyrzec Podlaski,52.0181,22.7731,10526
Krzywda,51.7835,22.1249,10520
Skała,50.2276,19.8534,10520
Niebylec,49.8498,21.93105,10504
Myszyniec,53.38092,21.34875,10471
Frysztak,49.8409,21.5689,10467
Sompolno,52.3939,18.5002,10414
Michałowice,50.1525,19.9918,10380
Żerków,52.068,17.56,10378
Strzałkowo,52.3175,17.7915,10372
Kolno,53.4018,21.9361,10372
Nowe,53.6484,18.7259,10371
Stężyca,54.2361,17.9902,10360
Jaworzyna Śląska,50.9122,16.4358,10344
Kamionka Wielka,49.58105,20.83124,10329
Białobrzegi,51.6476,20.9397,10322
Miłosław,52.2083,17.4858,10316
Spytkowice,49.9856,19.52497,10304
Suchedniów,51.0516,20.8317,10303
Bukowno,50.2617,19.4171,10297
Brzeźnica,49.9648,19.62124,10285
Lubawa,53.50501,19.75231,10269
Bieliny,50.832,20.9535,10268
Dębe Wielkie,52.20539,21.4546,10227
Mysłakowice,50.84205,15.78152,10218
Chorzele,53.2603,20.9148,10207
Wisznia Mała,51.2254,17.0302,10198
Biskupice,49.96409,20.12137,10185
Rzgów,51.659,19.4943,10183
Leśna,51.02315,15.26452,10162
Jeżowe,50.3596,22.1206,10159
Rudnik nad Sanem,50.4302,22.236,10150
Hrubieszów,50.8151,23.9275,10107
Leszno,52.27967,20.60093,10091
Zbuczyn,52.0942,22.504,10087
Ścinawa,51.4101,16.4251,10081
Krzywiń,51.9637,16.8244,10061
Łabiszyn,52.952,17.9153,10058
Bierutów,51.1291,17.5458,10058
Czerwieńsk,52.0182,15.4036,10055
Sicienko,53.2175,17.8136,10054
Milówka,49.55846,19.09106,10051
Pionki,51.4719,21.4093,10046
Nowa Wieś Wielka,52.97335,18.09053,10030
Lubień,49.6754,19.9553,10027
Kudowa-Zdrój,50.4457,16.2689,10018
Fabianki,52.7676,19.0605,10002
Łukowica,49.6255,20.4634,9995
Kleczew,52.3667,18.1734,9991
Dobrodzień,50.7168,18.4355,9983
Rędziny,50.87883,19.24693,9977
Dobra,49.6969,20.2093,9967
Świątniki Górne,49.9323,19.9546,9957
Borne Sulinowo,53.5734,16.5303,9935
Grębów,50.5494,21.8508,9926
Czosnów,52.37148,20.7125,9918
Kunów,50.9585,21.2822,9913
Blizanów,51.8883,18.0143,9905
Turawa,50.7593,18.1113,9905
Korsze,54.1718,21.1424,9905
Złotów,53.374,17.0663,9899
Działdowo,53.2883,20.1519,9899
Łysomice,53.0997,18.635,9882
Wiskitki,52.0778,20.3487,9870
Chynów,51.887,21.08045,9863
Maków Mazowiecki,52.86176,21.09311,9860
Majdan Królewski,50.39211,21.77417,9858
Klembów,52.4064,21.33219,9837
Czchów,49.8274,20.661,9826
Chełmża,53.1917,18.6379,9820
Stegna,54.32774,19.11312,9817
Pakość,52.8054,18.0858,9811
Rzepin,52.3437,14.8363,9809
Pruchnik,49.8976,22.4898,9801
Wierzbica,51.2507,21.1002,9799
Gryfów Śląski,51.0262,15.4195,9779
Stanin,51.8913,22.1888,9772
Łubniany,50.7839,18.0193,9769
Radłów,50.0836,20.8417,9769
Bobowa,49.7119,20.956,9744
Chybie,49.90293,18.82765,9741
Dębnica Kaszubska,54.3388,17.2723,9736
Turek,52.00853,18.43651,9712
Puszczykowo,52.27761,16.85192,9693
Sieroszewice,51.6033,18.0474,9680
Deszczno,52.6596,15.2896,9659
Woźniki,50.5683,19.0374,9655
Gaszowice,50.10874,18.42862,9652
Mełgiew,51.2269,22.7763,9640
Lyski,50.1146,18.3755,9636
Tarnów Opolski,50.58447,18.05606,9612
Koniecpol,50.7711,19.6924,9605
Lubraniec,52.5379,18.8301,9598
Szczurowa,50.121,20.6322,9594
Łobżenica,53.2665,17.253,9594
Pruszcz,53.3243,18.1829,9583
Skoki,52.6647,17.1663,9580
Chojnów,51.2938,15.9078,9565
Pieszyce,50.7036,16.5538,9550
Lelis,53.1738,21.542,9549
Nowa Słupia,50.8642,21.0727,9516
Werbkowice,50.7203,23.7406,9509
Włoszakowice,51.9245,16.3871,9506
Nowogród Bobrzański,51.8021,15.2322,9454
Godziesze Wielkie,51.64551,18.17551,9441
Żelazków,51.8363,18.1545,9439
Toszek,50.4599,18.5248,9426
Pszczółki,54.17977,18.67947,9425
Byczyna,51.1124,18.2147,9424
Biskupiec,53.4772,19.3433,9419
Dobrzeń Wielki,50.7695,17.858,9410
Nieborów,52.0782,20.0531,9390
Wysokie Mazowieckie,52.9249,22.5135,9390
Mniów,51.0122,20.4623,9364
Prusice,51.3805,16.9723,9363
Zarszyn,49.5625,22.0104,9356
Miejska Górka,51.6535,16.9567,9344
Łapsze Niżne,49.39891,20.24205,9340
Piotrków Kujawski,52.55148,18.49922,9334
Dzierzgoń,53.9323,19.3351,9329
Wojaszówka,49.78143,21.7026,9325
Szczecinek,53.74569,16.69132,9308
Zator,49.9859,19.431,9301
Mrocza,53.24324,17.60452,9296
Sucha Beskidzka,49.73242,19.57778,9295
Kępice,54.2352,16.8861,9294
Dubiecko,49.8116,22.3826,9277
Słupca,52.30006,17.92572,9239
Zabłudów,53.0126,23.3419,9239
Gródek nad Dunajcem,49.7504,20.7372,9235
Rydzyna,51.7903,16.6641,9229
Złotniki Kujawskie,52.90269,18.14238,9217
Krzepice,50.9608,18.7257,9212
Przodkowo,54.39328,18.26718,9197
Lubaczów,50.137,23.1941,9195
Czarne,53.68441,16.93972,9193
Milejów,51.2263,22.9571,9190
Dzierżoniów,50.72299,16.70961,9185
Ogrodzieniec,50.44854,19.5185,9182
Karlino,54.0399,15.869,9182
Pieńsk,51.2504,15.0561,9179
Lwówek,52.4469,16.1817,9165
Haczów,49.66279,21.93009,9161
Nowy Żmigród,49.60069,21.52793,9149
Główczyce,54.6235,17.3748,9148
Kurzętnik,53.3964,19.5276,9145
Debrzno,53.5433,17.2454,9144
Dobrzyniewo Duże,53.2314,23.0039,9141
Osieczna,51.9039,16.6861,9133
Tarnowiec,49.69646,21.56176,9124
Babice,50.06805,19.45001,9124
Bobolice,53.9582,16.5866,9124
Janowiec Wielkopolski,52.758,17.488,9113
Pomiechówek,52.49244,20.7646,9106
Zawoja,49.668,19.58216,9106
Bielsk,52.66164,19.80904,9099
Iwanowice,50.22706,19.9637,9098
Nowe Miasto nad Wartą,52.0676,17.3969,9098
Radków,50.5015,16.3903,9089
Orzysz,53.804,21.9569,9071
Prószków,50.5722,17.875,9066
Komprachcice,50.6265,17.8063,9064
Łopuszno,50.9324,20.2284,9062
Zagórów,52.165,17.8913,9056
Garbów,51.3723,22.3439,9053
Imielin,50.1439,19.1997,9052
Czernikowo,52.9182,18.9625,9049
Kamienna Góra,50.75423,16.01938,9046
Trawniki,51.1427,22.9841,9015
Koniusza,50.1781,20.2143,9006
Stawiguda,53.6547,20.4336,9005
Jabłonowo Pomorskie,53.3918,19.1603,9005
Radoszyce,51.0636,20.2703,9002
Wojkowice,50.36593,19.03152,8984
Szydłowo,53.20264,16.60608,8983
Korfantów,50.4847,17.5985,8978
Zambrów,52.99381,22.19316,8969
Kołaczyce,49.8107,21.4344,8964
Płoty,53.8054,15.2654,8963
Nałęczów,51.2812,22.2121,8955
Lubsza,50.9237,17.5604,8944
Duszniki,52.4462,16.449,8933
Budzów,49.78528,19.71088,8929
Sławno,54.33852,16.70148,8920
Gromnik,49.84524,20.94578,8893
Rajcza,49.4659,19.0572,8891
Końskowola,51.4063,22.0822,8882
Orły,49.87986,22.80404,8879
Dwikozy,50.73613,21.78958,8859
Siepraw,49.9014,19.9896,8852
Wolanów,51.3825,20.9526,8848
Dębowiec,49.63866,21.42497,8822
Sośnicowice,50.2729,18.5351,8821
Polanów,54.1199,16.6757,8818
Mogielnica,51.692,20.7032,8802
Gózd,51.3666,21.3399,8796
Bojanowo,51.7028,16.7579,8785
Maszewo,53.4947,15.0616,8777
Sieraków,52.6499,16.0724,8767
Kutno,52.21456,19.32948,8760
Krzyż Wielkopolski,52.8807,16.0104,8754
Rawa Mazowiecka,51.7758,20.2302,8750
Kościelisko,49.2733,19.8463,8747
Annopol,50.8921,21.8675,8735
Tokarnia,49.7389,19.8662,8730
Ciechanowiec,52.6763,22.5072,8719
Pilica,50.46832,19.65806,8711
Głuszyca,50.6886,16.3892,8708
Mrozy,52.1203,21.8711,8695
Urzędów,51.011,22.1383,8693
Golub-Dobrzyń,53.1347,19.101,8692
Mirsk,50.9664,15.3837,8692
Okonek,53.5284,16.8535,8691
Krasnystaw,51.00001,23.06125,8679
Białobrzegi,50.11851,22.34154,8671
Warta Bolesławiecka,51.23204,15.66625,8665
Purda,53.6647,20.6741,8658
Ryńsk,53.2655,18.9133,8648
Będzino,54.1967,15.9643,8634
Kolno,53.41776,22.0094,8634
Piaski,51.88486,17.07464,8633
Puszcza Mariańska,51.97981,20.35131,8630
Kalety,50.5687,18.9297,8627
Jodłownik,49.7842,20.2305,8614
Barwice,53.7429,16.3513,8613
Zaklików,50.73588,22.07867,8605
Nawojowa,49.5282,20.7509,8599
Poręba,50.4891,19.331,8581
Kotuń,52.16126,22.0319,8575
Książ Wielkopolski,52.0611,17.2381,8564
Samborzec,50.64739,21.64873,8559
Gorzkowice,51.20605,19.61084,8541
Żabia Wola,51.99799,20.68392,8541
Łęczyca,52.0674,19.1517,8538
Sobków,50.71183,20.44099,8533
Krośniewice,52.2548,19.1702,8520
Ochotnica Dolna,49.51868,20.3077,8518
Kłodawa,52.832,15.2567,8506
Raciąż,52.78221,20.03355,8492
Zgorzelec,51.13615,15.06991,8489
Przemków,51.5308,15.7835,8488
Kaźmierz,52.4994,16.5488,8475
Gardeja,53.61186,18.94524,8469
Łyse,53.36474,21.56565,8469
Pawłosiów,50.0064,22.6246,8467
Budzyń,52.8864,16.9354,8467
Łużna,49.6972,21.0607,8465
Tryńcza,50.13049,22.54313,8459
Żarki,50.6279,19.3646,8443
Radzanowo,52.5869,19.852,8413
Goworowo,52.90155,21.55706,8412
Wińsko,51.4453,16.6183,8409
Węgliniec,51.2837,15.2258,8402
Giżycko,54.02511,21.88135,8387
Santok,52.7557,15.4407,8382
Borzęcin,50.0657,20.7117,8378
Żelechów,51.8084,21.8985,8374
Lądek-Zdrój,50.3482,16.8833,8365
Krzemieniewo,51.85896,16.80841,8361
Ustka,54.57043,16.9319,8360
Zbąszynek,52.247,15.8264,8351
Gołańcz,52.9507,17.3067,8347
Kętrzyn,54.0515,21.4058,8334
Ulanów,50.4907,22.2959,8328
Rychwał,52.0722,18.1738,8320
Brańszczyk,52.6632,21.629,8307
Lutomiersk,51.7701,19.1547,8307
Podgórzyn,50.8139,15.7088,8294
Mirzec,51.1438,21.0565,8293
Jaraczewo,51.9477,17.315,8289
Dąbrowa Chełmińska,53.1742,18.2444,8285
Brudzeń Duży,52.66556,19.50588,8274
Izbica,50.89259,23.15377,8271
Sobolew,51.73766,21.6653,8269
Mikołajki,53.8019,21.5809,8267
Wielopole Skrzyńskie,49.94385,21.59797,8260
Kamieniec Ząbkowicki,50.5213,16.9105,8247
Rudniki,51.03805,18.59865,8242
Osiek,49.95315,19.26641,8233
Reńska Wieś,50.34157,18.10395,8229
Dobrzyca,51.8476,17.6268,8228
Bodzanów,52.48879,20.00186,8223
Brodnica,53.23762,19.40954,8214
Dąbrowa,50.7038,17.7725,8213
Kąkolewnica Wschodnia,51.8993,22.6648,8209
Ruciane-Nida,53.6499,21.5487,8200
Tworóg,50.53133,18.7201,8197
Bliżyn,51.09179,20.71323,8189
Kołbiel,52.05914,21.48997,8186
Nozdrzec,49.7717,22.1612,8180
Nowe Miasto Lubawskie,53.46427,19.57729,8177
Krośnice,51.4446,17.3976,8177
Szczerców,51.32051,19.12469,8164
Tuszów Narodowy,50.3707,21.5203,8157
Władysławów,52.1145,18.428,8156
Klimontów,50.6513,21.4498,8138
Narol,50.3467,23.3023,8134
Kobylin,51.7171,17.239,8130
Jeżewo,53.5362,18.5019,8125
Wiśniowa,49.8743,21.63612,8122
Popielów,50.8442,17.7374,8119
Laskowa,49.7607,20.4991,8100
Radzyń Podlaski,51.79045,22.56519,8099
Świnna,49.65857,19.25345,8094
Wyry,50.1168,18.8934,8087
Cmolas,50.32664,21.70355,8085
Tomice,49.92543,19.51697,8085
Resko,53.769,15.4065,8076
Skarbimierz,50.86441,17.40286,8057
Grodzisko Dolne,50.1649,22.4449,8050
Łapanów,49.8656,20.29278,8049
Strzyżewice,51.05954,22.47012,8046
Dąbrówka,52.4895,21.2712,8032
Jabłonna,51.0822,22.6378,8024
Drobin,52.73806,19.9898,8024
Choceń,52.48607,19.01562,8022
Baboszewo,52.7114,20.2719,8016
Łasin,53.51819,19.08879,8006
Kleszczewo,52.3265,17.1451,7998
Dydnia,49.68154,22.20224,7997
Ujście,53.0548,16.7277,7993
Darłowo,54.3984,16.4007,7987
Mszana Dolna,49.6813,20.0793,7982
Babiak,52.3485,18.7111,7969
Gnojnik,49.89141,20.62597,7965
Krzymów,52.17622,18.37513,7961
Dolice,53.1857,15.2022,7959
Mrągowo,53.87995,21.3343,7957
Szerzyny,49.80985,21.24447,7957
Olesno,50.2078,20.9178,7957
Glinojeck,52.8205,20.2967,7954
Baranów,51.2343,17.9999,7948
Święciechowa,51.83749,16.48967,7939
Bierawa,50.28033,18.30152,7929
Stoczek Łukowski,51.9546,22.0163,7921
Cyców,51.3097,23.1524,7911
Lipno,51.9147,16.5615,7909
Kaczory,53.10304,16.88238,7900
Lubomia,50.03994,18.30897,7900
Szczytniki,51.68714,18.32957,7865
Nowe Miasto nad Pilicą,51.625,20.5659,7863
Pełczyce,53.0469,15.2968,7858
Długosiodło,52.7654,21.5801,7853
Płońsk,52.6271,20.405,7846
Jeziorany,53.9747,20.747,7839
Bogoria,50.6522,21.2788,7837
Jasienica Rosielna,49.75066,21.93858,7829
Szczekociny,50.6213,19.8277,7824
Kamienica,49.5884,20.2521,7820
Sońsk,52.76667,20.71949,7815
Bojszowy,50.05455,19.09821,7795
Grabów nad Prosną,51.5063,18.1126,7795
Olsztyn,50.7355,19.2775,7785
Ujazd,51.6045,19.90839,7783
Skórzec,52.1032,22.0944,7782
Sitkówka-Nowiny,50.8201,20.5233,7777
Wolbórz,51.49615,19.84144,7767
Poniec,51.7631,16.8078,7765
Leśnica,50.4292,18.1816,7751
Bolesław,50.30115,19.47249,7747
Rudna,51.5227,16.33,7742
Czerwińsk nad Wisłą,52.4346,20.3599,7738
Iwierzyce,50.02296,21.75512,7736
Izbica Kujawska,52.4192,18.7604,7735
Osiek,50.52058,21.44274,7733
Koło,52.2255,18.6824,7728
Dobrzyń nad Wisłą,52.63848,19.32066,7727
Osięciny,52.6474,18.7315,7710
Łowicz,52.10441,19.88493,7706
Słupno,52.50876,19.82621,7705
Wadowice Górne,50.2673,21.2607,7703
Igołomia-Wawrzeńczyce,50.1069,20.2693,7702
Piecki,53.71991,21.34174,7700
Kurów,51.4079,22.1737,7698
Lubasz,52.8146,16.5089,7695
Mierzęcice,50.4342,19.1321,7691
Ksawerów,51.6748,19.4049,7684
Białogard,53.99365,15.89894,7682
Stopnica,50.4583,20.9229,7664
Chmielno,54.3115,18.0547,7658
Dobroń,51.61848,19.23731,7653
Nowy Staw,54.1389,19.0098,7651
Mszana,49.96933,18.52818,7647
Sławno,51.3994,20.14134,7640
Czorsztyn,49.44819,20.31109,7632
Gmina Suwałki,54.09365,23.05058,7621
Strzegowo,52.9267,20.2976,7616
Pawłowiczki,50.2485,18.0127,7609
Świerzawa,51.0172,15.8991,7606
Łambinowice,50.53441,17.54506,7602
Reszel,54.0511,21.1428,7600
Skępe,52.8649,19.3466,7583
Szamocin,53.0311,17.1212,7581
Jadów,52.4882,21.6224,7571
Stronie Śląskie,50.297,16.8789,7568
Miedźno,50.9701,18.98146,7557
Koźminek,51.7916,18.3305,7557
Błędów,51.7973,20.6645,7553
Łoniów,50.5676,21.5197,7552
Cewice,54.4367,17.7423,7545
Kłecko,52.6267,17.4415,7544
Susiec,50.4323,23.203,7537
Borek Wielkopolski,51.9113,17.2288,7536
Bojanów,50.44479,21.96926,7531
Elbląg,54.15867,19.30862,7522
Krajenka,53.2927,16.9837,7511
Ciasna,50.7804,18.6343,7509
Prochowice,51.27233,16.36465,7507
Skierniewice,51.9339,20.21146,7506
Zduny,51.6459,17.3753,7505
Rypin,53.04955,19.48955,7503
Kotlin,51.9356,17.6391,7503
Gniewino,54.7042,17.9959,7497
Gmina Charsznica,50.40898,19.92851,7479
Siennica,52.06901,21.61124,7466
Liw,52.39461,21.9521,7462
Nekla,52.385,17.4058,7461
Łagiewniki,50.793,16.783,7458
Trzebieszów,51.9979,22.5346,7442
Nędza,50.16161,18.31103,7440
Widawa,51.4143,18.942,7439
Strzeleczki,50.4632,17.8468,7434
Trojanów,51.6908,21.7752,7428
Pacanów,50.37404,21.04132,7420
Miasteczko Śląskie,50.4951,18.9463,7419
Radgoszcz,50.2058,21.11401,7418
Lubień Kujawski,52.4014,19.1679,7412
Ćmielów,50.8957,21.5254,7411
Osiecznica,51.39468,15.42229,7398
Kalisz Pomorski,53.2929,15.9031,7397
Wierzbinek,52.4448,18.4994,7396
Kraśnik,50.9069,22.2348,7385
Ryczywół,52.79901,16.81325,7379
Prostki,53.70057,22.42893,7379
Szadek,51.7025,18.9803,7374
Staroźreby,52.63338,19.98962,7370
Szczytna,50.3992,16.4374,7370
Jonkowo,53.825,20.2664,7341
Niedźwiedź,49.5977,20.1084,7338
Wiśniowa,49.78897,20.11588,7336
Cieszanów,50.2453,23.1309,7328
Czerniejewo,52.4315,17.4808,7310
Piszczac,51.95962,23.38313,7306
Przytyk,51.45984,20.87321,7304
Wiązów,50.8197,17.1993,7296
Sadki,53.16067,17.44946,7287
Rakszawa,50.1837,22.2234,7286
Szczawnica,49.4385,20.4977,7286
Radomyśl nad Sanem,50.71143,21.96153,7283
Jeżów Sudecki,50.9613,15.7348,7283
Przasnysz,53.02638,20.92822,7282
Gościeradów,50.8648,22.0071,7280
Dragacz,53.50765,18.73478,7279
Mircze,50.6346,23.9181,7273
Iłowo-Osada,53.1885,20.3044,7273
Przedbórz,51.0827,19.8745,7262
Wąsosz,51.5611,16.6931,7260
Ostrów,50.14343,21.60625,7246
Kłoczew,51.7387,21.9653,7245
Rzgów,52.1446,18.0803,7245
Głowaczów,51.6174,21.3204,7245
Żagań,51.5845,15.3773,7243
Międzylesie,50.1443,16.6465,7241
Gubin,51.9331,14.7762,7239
Rybno,53.3679,19.9491,7238
Pabianice,51.698,19.2726,7238
Jaworze,49.7639,18.9087,7231
Stawiszyn,51.9205,18.1104,7229
Zarzecze,49.9914,22.5242,7223
Mieszkowice,52.7852,14.4942,7218
Włocławek,52.5971,19.1771,7213
Jednorożec,53.1603,21.0564,7190
Złoczew,51.4122,18.6008,7189
Krasnobród,50.5402,23.212,7187
Kostomłoty,51.0567,16.6446,7178
Jemielnica,50.56831,18.39669,7176
Kikół,52.91206,19.1199,7176
Lubochnia,51.5974,20.0489,7162
Gorzów Śląski,51.0209,18.4106,7162
Jutrosin,51.6496,17.1707,7161
Biały Dunajec,49.3673,20.00798,7150
Świeszyno,54.0978,16.1994,7125
Sierpc,52.8323,19.6477,7120
Bogdaniec,52.6876,15.0972,7109
Jasień,51.7523,15.0154,7102
Wodzisław,50.51824,20.22045,7100
Pyzdry,52.1684,17.6842,7080
Raniżów,50.2821,21.9941,7076
Ciechanów,52.8681,20.5471,7066
Złotoryja,51.1459,15.9492,7066
Uniejów,51.9684,18.7973,7062
Węgorzyno,53.5382,15.5645,7061
Trzyciąż,50.29753,19.79695,7054
Sławków,50.29179,19.34746,7040
Modliborzyce,50.7461,22.3373,7037
Czermin,50.32068,21.29101,7032
Szepietowo,52.8669,22.5442,7028
Krzykosy,52.1321,17.35,7027
Sieniawa,50.1727,22.5938,7022
Hyżne,49.9037,22.18936,7012
Łubianka,53.141,18.4853,7008
Jastrzębia,51.50894,21.25193,7005
Maciejowice,51.7022,21.5419,7003
Rząśnik,52.7096,21.3838,7003
Unisław,53.21307,18.38734,7003
Żołynia,50.16,22.3166,6994
Kamień Krajeński,53.53327,17.51959,6983
Potęgowo,54.4601,17.4552,6979
Cedry Wielkie,54.24868,18.84653,6979
Górowo Iławeckie,54.2938,20.4736,6978
Laszki,50.0211,22.9203,6976
Lubowidz,53.1249,19.8042,6965
Postomino,54.4909,16.6567,6960
Księżpol,50.4174,22.776,6956
Otyń,51.8569,15.6773,6953
Wojcieszków,51.787,22.3273,6950
Manowo,54.10435,16.34008,6945
Suchowola,53.5821,23.0987,6945
Ozorków,51.9854,19.295,6944
Nowa Sól,51.8273,15.7863,6944
Pietrowice Wielkie,50.10598,18.10075,6935
Mieroszów,50.66981,16.19059,6935
Iłowa,51.5024,15.2044,6931
Kochanowice,50.7235,18.7316,6924
Chrząstowice,50.65678,18.09134,6917
Nowa Karczma,54.1348,18.2116,6913
Dynów,49.81733,22.15461,6912
Chmielnik,49.97279,22.15167,6908
Łagów,50.77,21.0656,6908
Lubiszyn,52.8087,14.9798,6907
Siedliszcze,51.2062,23.178,6907
Waśniów,50.89,21.2232,6904
Lasowice Wielkie,50.8812,18.2262,6901
Zaniemyśl,52.1627,17.1855,6886
Rogowo,52.7049,17.6807,6871
Zwierzyniec,50.6063,22.9731,6869
Stryszów,49.831,19.6292,6863
Herby,50.7534,18.88515,6862
Wąchock,51.0715,21.0431,6860
Kamień,50.32425,22.10531,6856
Zalewo,53.8389,19.592,6852
Torzym,52.3116,15.0813,6848
Bystra-Sidzina,49.62064,19.71563,6847
Uście Gorlickie,49.4898,21.1735,6843
Kościelec,52.1679,18.5767,6842
Wielichowo,52.1187,16.3496,6834
Augustów,53.84022,22.83451,6830
Biesiekierz,54.13338,16.03978,6829
Lidzbark Warmiński,54.1135,20.5068,6822
Terespol,52.08889,23.55177,6819
Józefów,50.4786,23.0538,6817
Krościenko nad Dunajcem,49.4511,20.3981,6812
Opatów,50.9465,18.8296,6809
Tychowo,53.9282,16.2607,6809
Czernichów,49.7774,19.1946,6805
Lipinki,49.67152,21.29288,6802
Wielgie,52.74149,19.26221,6790
Kalinowo,53.8503,22.6349,6785
Cekcyn,53.5683,18.0514,6783
Wohyń,51.7617,22.7997,6775
Magnuszew,51.7734,21.3467,6770
Tolkmicko,54.3212,19.5313,6769
Kazimierz Dolny,51.3069,21.95,6769
